0	11.292
1	11.286
2	13.647
3	17.733
4	23.324
5	20.834
6	25.379
7	24.298
8	21.421
9	27.986
10	37.933
11	31.638
12	31.216
13	30.123
14	30.734
15	35.22
16	33.682
17	29.301
18	32.824
19	28.056
20	30.511
21	29.477
22	27.387
23	33.588
24	22.936
25	30.429
26	33.142
27	16.7
28	16.371
29	19.389
30	16.477
31	13.071
32	14.339
33	11.345
34	14.527
35	13.482
36	15.079
37	13.905
38	17.792
39	12.824
40	21.679
41	17.957
42	30.722
43	37.863
44	40.998
45	23.394
46	32.531
47	26.823
48	17.569
49	28.068
50	23.746
51	29.372
52	17.639
53	34.281
54	20.482
55	9.665
56	25.531
57	20.916
58	31.556
59	40.904
60	33.4
61	31.345
62	11.615
63	22.396
64	24.897
65	39.225
66	31.92
67	21.456
68	36.559
69	29.56
70	34.234
71	24.063
72	22.971
73	26.013
74	38.368
75	25.766
76	28.139
77	33.177
78	16.571
79	17.898
80	22.607
81	26.271
82	17.651
83	13.694
84	11.262
85	30.828
86	21.809
87	15.925
88	19.096
89	27.669
90	41.151
91	37.745
92	43.218
93	43.699
94	35.361
95	44.733
96	40.716
97	36.336
98	50.123
99	46.412
100	38.826
101	37.358
102	29.383
103	34.504
104	40.211
105	40.822
106	46.119
107	43.605
108	41.656
109	43.265
110	27.457
111	24.709
112	27.516
113	37.663
114	39.871
115	35.396
116	34.563
117	28.503
118	28.256
119	25.531
120	39.201
121	27.622
122	34.022
123	24.181
124	26.741
125	17.957
126	26.87
127	21.597
128	26.013
129	15.091
130	33.975
131	36.078
132	41.01
133	34.75
134	23.864
135	45.508
136	28.526
137	36.688
138	27.246
139	28.162
140	34.563
141	20.153
142	21.268
143	25.931
144	20.364
145	13.635
146	25.59
147	26.706
148	27.751
149	31.462
150	34.199
151	32.613
152	31.932
153	28.174
154	12.766
155	11.403
156	22.079
157	8.303
158	7.328
159	20.646
160	14.175
161	24.169
162	28.444
163	18.884
164	39.659
165	39.883
166	30.711
167	28.009
168	37.24
169	30.3
170	41.879
171	32.918
172	40.587
173	42.267
174	43.805
175	36.641
176	14.269
177	22.396
178	15.373
179	13.928
180	17.052
181	18.72
182	24.169
183	11.227
184	16.359
185	17.557
186	26.342
187	17.804
188	19.002
189	22.431
190	14.128
191	23.664
192	18.015
193	14.703
194	16.477
195	29.348
196	26.835
197	17.945
198	14.011
199	19.061
200	19.131
201	13.376
202	16.336
203	12.989
204	12.179
205	19.906
206	21.022
207	34.774
208	37.193
209	44.933
210	26.647
211	25.989
212	37.264
213	24.521
214	23.641
215	31.442
216	22.243
217	37.534
218	23.617
219	13.083
220	26.107
221	34.011
222	33.6
223	23.793
224	25.896
225	34.633
226	48.197
227	43.699
228	22.807
229	10.851
230	35.232
231	30.429
232	26.577
233	18.72
234	16.395
235	20.047
236	27.822
237	30.382
238	35.561
239	24.721
240	19.061
241	40.47
242	38.638
243	29.712
244	38.978
245	37.581
246	44.052
247	39.342
248	40.0
249	32.883
250	30.945
251	37.839
252	36.688
253	38.051
254	40.505
255	38.967
256	43.899
257	46.001
258	35.326
259	39.119
260	24.651
261	29.36
262	40.846
263	40.916
264	42.924
265	42.701
266	41.163
267	44.381
268	38.732
269	46.588
270	46.013
271	44.991
272	39.366
273	39.507
274	36.935
275	36.911
276	44.146
277	44.627
278	43.887
279	38.415
280	46.248
281	44.709
282	39.742
283	37.346
284	38.92
285	32.625
286	20.752
287	38.18
288	38.861
289	34.539
290	38.708
291	39.178
292	37.745
293	36.911
294	35.89
295	34.891
296	21.045
297	22.513
298	42.361
299	34.727
300	38.215
301	29.536
302	37.299
303	33.506
304	37.745
305	35.302
306	38.837
307	35.608
308	44.017
309	41.879
310	39.061
311	42.349
312	30.628
313	6.107
314	7.152
315	10.628
316	14.457
317	27.986
318	35.502
319	41.492
320	27.434
321	11.944
322	30.816
323	28.702
324	38.79
325	18.074
326	20.529
327	7.822
328	28.456
329	26.318
330	38.191
331	28.045
332	31.674
333	26.8
334	29.172
335	41.715
336	37.393
337	34.516
338	36.125
339	38.285
340	33.341
341	29.231
342	30.264
343	31.251
344	38.485
345	34.844
346	19.977
347	25.191
348	30.37
349	38.051
350	21.198
351	30.805
352	30.769
353	27.869
354	18.356
355	23.782
356	34.797
357	33.893
358	21.198
359	13.6
360	13.975
361	7.481
362	24.991
363	15.854
364	4.557
365	24.052
366	17.346
367	4.263
368	8.373
369	12.143
370	27.822
371	35.279
372	12.848
373	15.878
374	20.47
375	20.658
376	23.3
377	21.045
378	21.961
379	18.144
380	30.358
381	12.86
382	39.331
383	28.209
384	20.388
385	34.657
386	25.085
387	37.616
388	30.581
389	12.167
390	11.122
391	24.615
392	19.248
393	20.235
394	29.407
395	23.112
396	27.716
397	46.001
398	39.401
399	43.241
400	39.73
401	40.188
402	22.29
403	25.59
404	19.742
405	27.352
406	35.995
407	34.351
408	41.527
409	38.145
410	33.365
411	33.647
412	38.861
413	38.837
414	39.413
415	35.455
416	33.4
417	20.446
418	37.886
419	43.147
420	36.876
421	17.134
422	28.244
423	21.374
424	22.689
425	26.906
426	25.308
427	23.793
428	21.785
429	27.939
430	28.327
431	19.025
432	34.704
433	16.465
434	7.704
435	9.137
436	10.37
437	10.182
438	8.972
439	10.957
440	9.316
441	13.576
442	28.056
443	31.885
444	23.488
445	30.123
446	35.126
447	37.369
448	38.579
449	44.063
450	40.164
451	46.659
452	34.058
453	9.43
454	21.715
455	30.722
456	36.606
457	37.287
458	38.344
459	46.142
460	42.161
461	31.075
462	33.506
463	19.46
464	35.267
465	18.144
466	11.016
467	30.734
468	26.8
469	22.725
