1	12.901
2	29.795
3	27.904
4	30.17
5	40.176
6	43.641
7	41.503
8	44.815
9	40.963
10	37.358
11	39.918
12	40.059
13	34.222
14	34.269
15	41.174
16	45.261
17	38.673
18	36.195
19	41.409
20	32.625
21	38.931
22	50.311
23	47.27
24	46.565
25	46.612
26	44.439
27	41.081
28	31.721
29	33.787
30	33.224
31	34.445
32	35.96
33	25.954
34	33.741
35	38.884
36	31.932
37	32.895
38	37.933
39	35.854
40	31.967
41	31.709
42	41.456
43	33.658
44	43.746
45	39.519
46	39.389
47	44.099
48	38.438
49	40.352
50	45.79
51	40.681
52	39.002
53	39.413
54	40.963
55	35.032
56	30.018
57	40.505
58	42.842
59	43.394
60	41.938
61	43.641
62	42.595
63	43.57
64	37.123
65	45.508
66	43.664
67	41.116
68	42.889
69	40.341
70	47.634
71	47.093
72	48.738
73	37.005
74	27.528
75	36.536
76	40.423
77	21.562
78	28.796
79	35.044
80	27.234
81	30.029
82	29.947
83	31.556
84	35.667
85	44.909
86	35.608
87	17.569
88	31.122
89	32.331
90	40.047
91	37.51
92	38.285
93	31.685
94	37.487
95	41.268
96	39.636
97	45.508
98	32.778
99	31.932
100	34.058
101	29.066
102	29.724
103	30.934
104	34.046
105	37.616
106	32.261
107	42.56
108	43.159
109	29.43
110	21.151
111	22.619
112	32.954
113	37.499
114	26.201
115	29.36
116	34.011
117	28.444
118	29.888
119	31.955
120	26.776
121	25.402
122	21.233
123	15.255
124	15.831
125	19.601
126	18.638
127	26.659
128	31.474
129	30.217
130	31.556
131	23.453
132	20.211
133	17.369
134	31.333
135	40.928
136	40.881
137	25.226
138	40.211
139	24.322
140	13.165
141	15.197
142	16.078
143	32.132
144	40.775
145	29.947
146	34.657
147	30.229
148	37.182
149	30.781
150	44.78
151	35.807
152	36.547
153	32.249
154	39.777
155	44.721
156	26.26
157	43.723
158	43.418
159	38.567
160	32.918
161	41.597
162	42.231
163	42.443
164	25.543
165	29.137
166	42.478
167	37.64
168	43.194
169	44.404
170	44.416
171	42.231
172	22.455
173	47.211
174	45.978
175	42.584
176	42.56
177	45.872
178	44.604
179	39.307
180	41.045
181	41.515
182	29.877
183	28.315
184	46.812
185	43.805
186	39.401
187	39.906
188	45.743
189	45.109
190	46.635
191	45.214
192	35.361
193	41.351
194	43.688
195	41.75
196	46.142
197	42.889
198	34.927
199	44.028
200	42.995
201	33.106
202	31.403
203	38.473
204	38.344
205	32.719
206	38.086
207	41.527
208	42.419
209	44.228
210	34.903
211	45.156
212	38.391
213	37.581
214	43.664
